Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),WindSpeed (m/s),Cadaence(revs/s),Elevation(meters),Hill slope(%),Temperature(C),Cluster
201.38,14307,128,7.7338,7.7338,1.1833,619.35,1.62,19.444,G
198.35,14307,128,7.6444,7.7338,1.1667,619.35,1.82,19.444,G
188.5,14323,129,7.4655,7.5997,1.1333,619.35,2.32,19.444,G
183.51,14323,130,7.2867,6.795,1.1167,619.35,2.42,19.444,G
184.48,14339,130,7.2867,6.8844,1.1167,619.96,2.01,19.444,G
195.51,14339,129,7.3314,6.5268,1.1167,619.96,1.42,19.444,G
161.46,14355,130,7.4208,6.4821,1.1333,619.96,1.22,19.444,G
249.39,14355,130,7.5997,7.8679,1.15,619.96,0.72,19.444,E
304.18,14355,130,7.8679,9.4325,1.2,619.66,0.92,19.444,E
312.28,14371,130,7.8679,9.0749,1.2,619.66,1.52,19.444,E
332.37,14371,130,7.8679,8.1808,1.2,619.66,1.72,19.444,E
343.5,14387,131,7.8679,8.7173,1.2,619.66,2.82,19.444,E
297.69,14387,131,7.7785,8.6279,1.1833,619.96,2.82,19.444,E
274.9,14404,131,7.6891,8.449,1.1833,619.96,2.73,19.444,E
295.06,14404,132,7.7338,7.7338,1.1833,619.96,2.33,19.444,E
294.13,14420,132,7.8232,8.5384,1.2,619.96,1.73,19.444,E
310.33,14420,132,7.8232,8.7173,1.2,620.88,1.64,19.444,E
297.48,14436,133,7.9573,9.3431,1.2167,620.88,1.54,19.444,E
292.72,14436,133,7.9126,9.7902,1.2167,620.88,1.74,19.444,E
316.9,14452,133,8.002,9.3431,1.2167,620.88,1.35,19.444,E
282.01,14452,134,8.3149,8.1808,1.25,620.88,0.45,19.444,G
229.13,14468,134,8.2255,8.2702,1.2667,620.88,-0.45,19.444,G
169.26,14468,134,8.449,9.1643,1.3,620.88,-1.94,19.444,G
124.36,14484,135,8.762,9.2537,1.3333,620.88,-3.14,19.444,G
123.5,14500,135,8.8514,8.8067,1.35,619.66,-3.44,19.444,G
107.72,14500,136,8.9408,8.6726,1.3667,619.66,-3.74,19.444,G
91.77,14516,136,9.1643,9.656,1.35,619.66,-4.13,19.444,G
82.73,14516,136,9.6113,9.7454,1.3833,619.66,-4.73,19.444,G
87.66,14532,136,10.103,10.64,1.45,619.35,-5.73,19.444,G
100.59,14548,136,10.371,10.148,1.5,619.35,-6.23,19.444,G
104.5,14548,136,10.55,10.461,1.5167,619.35,-5.83,19.444,G
80.29,14565,137,10.595,10.952,1.5167,619.35,-4.94,19.444,G
50.13,14565,136,10.684,12.07,1.4833,618.44,-4.74,19.444,G
30.9,14581,136,10.818,13.143,1.4667,618.44,-5.14,19.444,G
32.67,14597,136,10.952,14.216,1.4833,618.44,-6.14,19.444,G
69.41,14613,137,11.087,13.366,1.5,618.44,-6.44,19.444,G
93.18,14613,137,11.087,13.322,1.5,616.92,-6.35,19.444,G
151.92,14629,136,11.131,12.294,1.5,616.92,-5.45,19.444,G
153.74,14645,136,10.863,13.411,1.4667,616.92,-4.05,19.444,G
147.7,14645,137,10.371,12.606,1.4,616.92,-2.66,19.444,G
157.6,14661,136,10.058,12.204,1.3667,615.09,-1.36,19.444,G
180.48,14661,136,9.8349,11.399,1.35,615.09,-0.46,19.444,G
194.35,14677,136,9.656,10.774,1.3833,615.09,-0.17,19.444,G
188.2,14693,136,9.5219,11.712,1.3667,615.09,-0.57,19.444,G
189.06,14693,135,9.3878,10.952,1.35,615.09,-0.67,19.444,G
209.9,14709,135,9.2984,9.8796,1.3333,615.09,-0.68,19.444,G
203.77,14709,135,9.1643,9.2984,1.3333,615.09,-0.68,19.444,G
194.63,14725,135,9.0302,9.2537,1.3,615.09,-0.38,19.444,G
177.37,14742,135,9.1196,10.416,1.3167,615.09,-0.69,19.444,G
171.04,14742,135,9.2984,11.802,1.3333,615.09,-1.39,19.444,G
175.8,14758,134,9.3431,11.981,1.3333,615.09,-1.69,19.444,G
171.88,14758,134,9.1643,12.785,1.3167,615.09,-1.89,19.444,G
187.81,14774,134,8.8961,11.936,1.35,614.17,-1.2,19.444,G
213.76,14774,134,8.6726,12.07,1.35,614.17,0,19.444,G
239.79,14790,133,8.3596,11.489,1.4,614.17,0.8,19.444,G
258.71,14790,134,8.2255,10.774,1.4,614.17,1.09,19.444,G
282.53,14806,134,8.2255,10.64,1.4,613.56,0.99,19.444,G
297.32,14806,134,8.2702,10.416,1.4167,613.56,0.79,19.444,E
294.31,14822,134,8.2255,10.371,1.4167,613.56,0.29,19.444,E
287.15,14822,134,8.2255,11.176,1.4,613.56,0.19,19.444,G
249,14838,134,8.2255,11.981,1.4,613.87,-0.12,19.444,G
237.9,14838,134,8.1808,12.294,1.4,613.87,-0.52,19.444,G
229.77,14854,134,8.1808,11.578,1.4,613.87,-0.92,19.444,G
229.62,14854,134,8.2255,11.534,1.4167,613.87,-1.72,19.444,G
234.45,14870,134,8.3596,11.131,1.4333,612.65,-1.92,19.444,G
232.26,14870,135,8.449,9.969,1.45,612.65,-2.23,19.444,G
222,14886,135,8.6279,10.237,1.4667,612.65,-2.53,19.444,G
193.86,14902,134,8.6726,9.969,1.4833,612.65,-2.43,19.444,G
168.7,14902,134,8.762,9.7902,1.5,610.82,-2.53,19.444,G
156.58,14919,134,8.8067,10.148,1.5167,610.82,-2.73,19.444,G
143.46,14919,134,8.8961,10.684,1.5167,610.82,-2.83,19.444,G
139.32,14935,135,8.9855,10.729,1.5167,610.82,-2.73,19.444,G
141.23,14935,135,9.0302,10.997,1.4167,609.6,-3.03,19.444,G
146.01,14951,135,9.209,11.623,1.4,609.6,-3.53,19.444,G
153.72,14951,135,9.4772,10.952,1.45,609.6,-4.04,19.444,G
162.49,14967,135,9.7007,11.399,1.4833,609.6,-4.54,19.444,G
191.29,14983,135,9.8796,11.712,1.5167,608.08,-4.64,19.444,G
194.19,14983,134,9.969,12.025,1.5167,608.08,-4.04,19.444,G
203.22,14999,135,9.9243,11.176,1.5167,608.08,-3.24,19.444,G
219.25,15015,135,9.8796,9.6113,1.5,608.08,-2.14,19.444,G
219.37,15015,134,9.7454,9.6113,1.5,606.55,-1.34,19.444,G
186.53,15031,134,9.6113,10.908,1.4667,606.55,-0.74,19.444,G
152.65,15031,135,9.4772,10.595,1.4667,606.55,-0.74,19.444,G
159.33,15047,135,9.7902,10.64,1.5,606.55,-1.54,19.444,G
154.04,15063,134,10.058,10.55,1.5333,605.03,-2.94,19.444,G
160.64,15063,134,10.416,10.863,1.6,605.03,-4.24,19.444,G
148.55,15080,134,10.505,11.623,1.6,605.03,-4.64,19.444,G
134.49,15096,134,10.461,11.847,1.6,605.03,-4.34,19.444,G
141.46,15096,134,10.327,10.863,1.5667,604.72,-3.14,19.444,G
143.5,15112,134,10.103,10.595,1.55,604.72,-2.04,19.444,G
141.37,15112,133,10.014,10.863,1.5333,604.72,-1.75,19.444,G
136.22,15128,133,10.058,10.282,1.5333,604.72,-1.85,19.444,G
142.74,15144,133,10.237,10.461,1.5667,604.72,-2.75,19.444,G
143.26,15144,133,10.371,10.55,1.5833,604.72,-3.46,19.444,G
138.65,15160,132,10.416,11.578,1.5833,604.72,-3.46,19.444,G
130.65,15176,132,10.237,12.249,1.5667,604.72,-2.87,19.444,G
132.53,15176,132,9.969,12.651,1.5167,603.5,-1.97,19.444,G
144.33,15192,132,9.7454,11.891,1.4833,603.5,-1.28,19.444,G
166.35,15192,132,9.5219,10.64,1.45,603.5,-0.68,19.444,G
187.97,15208,131,9.3878,10.371,1.4333,603.5,-0.79,19.444,G
174.25,15224,131,9.4772,10.461,1.45,603.5,-1.4,19.444,G
169.51,15224,131,9.5666,11.087,1.45,603.5,-2.11,19.444,G
162.76,15240,130,9.656,11.131,1.4667,603.5,-2.72,19.444,G
140.97,15240,130,9.7454,11.757,1.4833,603.5,-3.53,19.444,G
116.39,15257,130,9.9243,12.741,1.45,601.07,-4.33,19.444,G
113.31,15273,130,10.192,13.858,1.4333,601.07,-5.24,19.444,G
121.96,15273,129,10.371,13.054,1.5,601.07,-5.85,19.444,G
147.58,15289,130,10.416,12.517,1.5167,601.07,-5.86,19.444,G
223.38,15305,129,10.595,13.232,1.5333,599.24,-5.57,19.444,G
226.2,15305,129,10.684,13.188,1.5333,599.24,-4.58,19.444,G
200.99,15321,129,10.64,13.501,1.5333,599.24,-4.19,19.444,G
176.84,15337,130,10.595,12.606,1.4667,599.24,-4.1,19.444,G
194.49,15337,129,10.64,13.143,1.4333,596.8,-3.71,19.444,G
172.42,15353,129,10.64,13.054,1.4333,596.8,-4.12,19.444,G
121.9,15369,129,10.774,13.501,1.3667,596.8,-4.94,19.444,G
82.58,15369,128,11.221,14.305,0.73333,596.8,-5.94,19.444,G
92.8,15385,129,11.802,14.663,0.58333,594.06,-7.86,19.444,G
0,15401,128,12.294,16.004,0.48333,594.06,-9.58,19.444,B
0,15417,128,12.651,15.602,0,594.06,-10.58,19.444,B
0,15417,128,12.875,15.468,0,594.06,-10.7,19.444,B
0,15434,128,12.964,15.825,0,589.79,-10.02,19.444,B
0,15450,127,12.964,15.378,0,589.79,-8.65,19.444,B
0,15466,127,12.919,14.126,0,589.79,-7.65,19.444,B
0,15482,127,13.009,15.289,0,589.79,-7.38,19.444,B
0,15482,126,13.098,15.065,0,584.61,-7.1,19.444,B
0,15498,126,13.009,13.858,0,584.61,-7.03,19.444,B
0,15514,125,12.964,13.545,0,584.61,-7.44,19.444,B
0,15530,125,13.232,13.679,0,584.61,-7.97,19.444,B
0,15546,124,13.545,13.545,0,580.34,-9.6,19.444,B
0,15562,123,13.724,13.635,0,580.34,-11.43,19.444,B
0,15562,122,13.948,13.903,0,580.34,-12.24,19.444,B
0,15578,122,14.037,14.126,0,580.34,-11.97,19.444,B
0,15595,121,13.948,13.903,0,574.55,-10.9,19.444,B
0,15611,120,13.724,14.082,0,574.55,-9.64,19.444,B
0,15627,121,14.261,15.468,0,574.55,-9.27,19.444,B
0,15643,119,15.065,15.11,0,574.55,-9.99,19.444,B
0,15659,119,15.512,15.155,0,568.45,-10.63,19.444,B
0,15675,119,15.602,15.199,0,568.45,-10.66,19.444,B
0,15691,119,15.646,16.004,0,568.45,-10.5,19.444,B
0,15707,119,16.004,15.825,0,568.45,-10.23,19.444,B
0,15723,120,16.719,16.362,0,561.44,-10.27,19.444,B
0,15739,119,16.943,16.004,0,561.44,-10.8,19.444,B
0,15755,119,17.166,15.959,0,561.44,-10.74,19.444,B
0,15772,119,17.077,15.512,0,561.44,-9.67,19.444,B
0,15788,119,17.166,16.63,0,554.43,-9.41,19.444,B
0,15804,120,17.435,16.898,0,554.43,-9.23,19.444,B
0,15820,119,17.39,16.943,0,554.43,-8.97,19.444,B
0,15836,119,17.122,16.898,0,554.43,-9.29,19.444,B
0,15852,119,17.345,16.853,0,547.42,-9.71,19.444,B
0,15868,119,17.569,17.747,0,547.42,-9.34,19.444,B
0,15884,119,17.39,17.077,0,547.42,-9.85,19.444,B
0,15916,120,17.569,17.435,0,547.42,-10.66,19.444,B
0,15932,120,17.882,17.3,0,541.32,-10.98,19.444,B
0,15949,119,17.882,17.166,0,541.32,-11.37,19.444,B
0,15965,119,17.613,17.032,0,541.32,-10.96,19.444,B
0,15981,119,17.658,17.122,0,541.32,-10.56,19.444,B
0,15997,119,17.837,17.435,0,534.31,-9.85,19.444,B
0,16013,119,17.882,17.926,0,534.31,-9.73,19.444,B
0,16029,119,17.926,18.597,0,534.31,-9.51,19.444,B
0,16045,119,17.882,18.552,0,534.31,-8.3,19.444,B
0,16077,119,17.747,18.597,0,529.13,-8.08,19.444,B
0,16093,119,17.3,18.06,0,529.13,-6.96,19.444,B
0,16109,118,16.898,16.809,0,529.13,-6.34,19.444,B
0,16126,118,16.54,16.093,0,529.13,-5.91,19.444,B
0,16142,118,16.093,16.093,0,524.87,-4.6,19.444,B
0,16158,118,15.512,15.378,0,524.87,-3.57,19.444,B
0,16174,118,14.931,14.797,0,524.87,-2.55,19.444,B
0,16174,118,14.261,13.992,0.2,524.87,-1.32,19.444,B
35.82,16190,117,13.635,13.724,1.6833,522.12,-0.5,19.444,G
99.06,16206,118,13.054,13.992,1.6333,522.12,0.22,19.444,G
152.55,16222,118,12.428,13.054,1.5667,522.12,1.04,19.444,G
180.06,16238,118,11.981,13.456,1.5,522.12,0.96,19.444,G
207.1,16238,119,11.578,12.562,1.4667,521.51,0.87,19.444,G
238.89,16254,119,11.31,11.31,1.45,521.51,0.9,19.444,G
246.41,16270,120,10.863,11.668,1.4833,521.51,1.2,19.444,G
250.56,16270,121,10.282,10.818,1.4833,521.51,2.22,19.444,G
212.68,16287,121,9.6113,9.5219,1.45,522.12,2.85,19.444,G
192.61,16303,122,8.8961,9.3431,1.4333,522.12,4.05,19.444,G
198.69,16303,123,8.2702,8.8514,1.4667,522.12,4.77,19.444,G
187.36,16303,123,7.555,8.002,1.4667,522.12,5.48,19.444,G
156.91,16319,124,7.0185,7.4208,1.3333,523.34,5.99,19.444,G
270.04,16319,124,6.6609,6.9291,1.2667,523.34,6.41,19.444,E
323.17,16335,125,6.5268,6.9738,1.2333,523.34,7.12,19.444,E
341.78,16335,126,6.3032,6.4821,1.2,523.34,7.62,19.444,E
355.79,16351,126,6.1244,5.588,1.1667,524.87,8.24,19.444,E
375.54,16351,126,5.9903,5.9456,1.1333,524.87,8.54,19.444,E
386.06,16351,127,5.9456,6.6162,1.1167,524.87,8.35,19.444,E
403.49,16367,127,5.8562,6.4821,1.1,524.87,8.37,19.444,E
386.02,16367,128,5.8115,6.3032,1.1,526.69,8.38,19.444,E
376.51,16367,129,5.7668,7.242,1.0833,526.69,7.79,19.444,E
374.17,16383,129,5.7668,6.2585,1.0833,526.69,7.9,19.444,E
345.85,16383,130,5.6774,5.7221,1.0667,526.69,6.91,19.444,E
352.7,16383,131,5.7668,5.9903,1.0833,528.22,6.52,19.444,E
330.01,16399,131,5.9009,5.6774,1.1167,528.22,5.94,19.444,E
297.52,16399,132,5.9903,5.4539,1.1333,528.22,4.64,19.444,E
279.41,16415,132,6.0797,5.8115,1.15,528.22,4.05,19.444,E
293.23,16415,132,6.1244,5.6327,1.15,529.74,3.57,19.444,E
307.04,16415,133,6.1691,4.9174,1.1667,529.74,3.97,18.889,E
308.64,16431,134,6.1244,5.0068,1.15,529.74,4.88,18.889,E
300.66,16431,134,5.9009,5.6774,1.1333,529.74,5.4,18.889,E
305.89,16431,135,5.8562,5.7221,1.1,530.35,6.3,18.889,E
323.42,16447,136,5.8115,5.9903,1.1,530.35,6.31,18.889,E
328.59,16447,137,5.7668,6.1244,1.1,530.35,6.64,18.889,E
329.59,16447,137,5.7668,6.2585,1.0833,530.35,6.54,18.889,E
334.93,16464,138,5.7668,6.2585,1.0833,530.96,6.64,18.889,E
349.35,16464,138,5.9009,6.7503,1.1167,530.96,6.67,18.889,E
246.27,16480,138,6.1691,6.6162,1.1667,530.96,5.67,18.889,E
208.08,16480,139,6.3032,6.4821,1.2,530.96,4.67,18.889,G
179.71,16480,139,6.6609,7.0632,1.25,532.49,2.7,18.889,G
173.87,16496,140,6.8844,6.8397,1.3,532.49,1.2,18.889,G
174.75,16496,140,6.9291,6.7056,1.3,532.49,0.82,18.889,G
181.6,16512,141,6.795,6.6162,1.2833,532.49,1.13,18.889,G
176.7,16512,141,6.4821,6.5715,1.2167,533.7,2.53,18.889,G
151.99,16512,141,6.0797,5.9009,1.1333,533.7,3.75,18.889,G
231.05,16528,142,5.7668,7.0185,1.1,533.7,4.95,18.889,E
251.87,16528,142,5.7668,7.2867,1.0833,533.7,5.66,18.889,E
256.02,16544,142,5.8115,7.0185,1.1,535.53,5.27,18.889,E
265.88,16544,142,5.8562,8.1361,1.1,535.53,5.07,18.889,E
285.37,16544,142,5.9456,7.6444,1.1167,535.53,4.39,18.889,E
298.22,16560,142,5.9903,6.7503,1.1333,535.53,3.89,18.889,E
292.53,16560,142,5.9903,6.3032,1.1333,536.45,4.1,18.889,E
301.42,16560,142,5.9456,5.8562,1.1167,536.45,4.41,18.889,E
315.55,16576,143,5.9009,6.035,1.1167,536.45,4.91,18.889,E
325.3,16576,143,5.9009,6.035,1.1167,536.45,5.63,18.889,E
346.56,16576,143,5.8115,6.035,1.1,536.75,6.43,18.889,E
340.84,16592,144,5.8115,6.0797,1.1,536.75,6.64,18.889,E
337.12,16592,144,5.8562,6.3032,1.1,536.75,6.15,18.889,E
352.06,16608,144,5.9903,6.7056,1.15,536.75,6.05,18.889,E
270.87,16608,144,6.348,7.0185,1.2,537.67,5.17,18.889,E
227.1,16608,145,6.6609,6.9291,1.25,537.67,4.17,18.889,G
170.8,16624,145,7.1079,7.2867,1.3167,537.67,3.19,18.889,G
127.66,16624,145,7.5103,7.3761,1.4,537.67,1.1,18.889,G
76.59,16641,145,7.6891,8.762,1.5,537.97,-0.69,18.889,G
61.3,16641,145,7.7338,8.449,1.5333,537.97,-2.08,18.889,G
71.31,16657,145,8.1361,8.7173,1.55,537.97,-3.27,18.889,G
87.64,16657,145,8.1361,9.969,1.5333,537.97,-3.56,18.889,G
129.65,16673,144,8.002,9.1643,1.5,537.97,-2.85,18.889,G
158.55,16673,144,7.7338,7.242,1.45,537.97,-1.74,18.889,G
169.7,16689,144,7.4655,7.242,1.4,537.97,0.27,18.889,G
166.32,16689,145,7.242,8.0467,1.3667,537.97,1.28,18.889,G
164.09,16705,144,7.1526,8.3149,1.35,537.97,1.79,18.889,G
159.75,16705,144,7.1079,7.6891,1.3333,537.97,1.6,18.889,G
160.32,16705,144,7.1079,7.9126,1.3333,537.97,0.81,18.889,G
158.81,16721,144,7.1526,8.0914,1.35,537.97,0.42,18.889,G
146.04,16721,144,7.242,8.9408,1.3667,537.97,-0.27,18.889,G
135.47,16737,144,7.3314,7.8679,1.3833,537.97,-0.66,18.889,G
125.07,16737,144,7.242,7.8679,1.35,537.97,-0.75,18.889,G
118.1,16753,144,7.0185,7.5997,1.3167,537.97,-0.34,18.889,G
125.53,16753,144,7.0185,7.1526,1.3333,537.97,-0.03,18.889,G
112.81,16769,144,7.0632,7.4208,1.3333,537.97,-0.12,18.889,G
92.13,16769,144,7.1526,7.7338,1.35,537.97,-0.71,18.889,G
89.41,16769,143,7.2867,7.3761,1.3833,537.97,-1.81,18.889,G
84.9,16785,144,7.555,7.8679,1.4,537.97,-2.69,18.889,G
75.04,16785,143,7.8232,8.002,1.35,537.97,-3.59,18.889,G
71.21,16802,144,8.1361,8.5384,1.4,537.97,-4.28,18.889,G
66.64,16802,143,8.5384,8.3596,1.4667,537.97,-5.27,18.889,G
59.72,16818,143,9.0302,8.8067,1.55,536.75,-5.97,18.889,G
69.2,16834,143,9.3878,9.209,1.6167,536.75,-6.06,18.889,G
84.47,16834,143,9.5219,10.282,1.6167,536.75,-5.65,18.889,G
83.14,16850,142,9.2984,10.237,1.5667,536.75,-4.34,18.889,G
83.82,16850,142,8.8514,11.265,1.5167,535.84,-2.53,18.889,G
53.12,16866,142,8.5831,10.863,1.45,535.84,-1.43,18.889,G
50.63,16866,141,8.6279,10.192,1.3833,535.84,-1.42,18.889,G
58.8,16882,141,9.0749,10.64,1.3667,535.84,-2.42,18.889,G
100.99,16898,141,9.7007,10.818,1.5,534.92,-4.41,18.889,G
125.55,16898,141,10.237,10.371,1.5667,534.92,-5.51,18.889,G
152.83,16914,140,10.505,9.0302,1.6,534.92,-5.4,18.889,G
171.43,16930,140,10.505,8.8514,1.6,534.92,-4.49,18.889,G
124.03,16930,140,10.371,8.4043,1.5667,533.4,-2.79,18.889,G
103.56,16946,140,10.148,9.0749,1.5333,533.4,-1.48,18.889,G
107.79,16946,139,10.014,9.5666,1.5333,533.4,-0.98,18.889,G
113.32,16962,139,10.103,9.1643,1.55,533.4,-1.27,18.889,G
118.84,16979,139,10.148,8.4937,1.55,533.4,-1.66,18.889,G
118.33,16979,139,10.103,9.0749,1.5333,533.4,-1.85,18.889,G
146.49,16995,139,10.058,8.7173,1.5333,533.4,-1.45,18.889,G
183.88,17011,138,9.8349,8.0914,1.5,533.4,-0.25,18.889,G
196.86,17011,138,9.2537,8.3596,1.3833,533.1,1.26,18.889,G
197.06,17027,138,8.7173,8.5384,1.3333,533.1,2.86,18.889,G
234.2,17027,139,8.5831,7.9573,1.3167,533.1,3.67,18.889,G
283.48,17043,138,8.6726,8.4043,1.3333,533.1,3.37,18.889,G
293.92,17043,138,8.9855,9.1643,1.4,533.1,2.18,18.889,G
226.38,17059,139,9.2984,9.3431,1.4167,533.1,0.08,18.889,G
225.74,17059,139,9.209,9.0302,1.4,533.1,-0.91,18.889,G
222.23,17075,139,9.0302,8.8067,1.35,533.1,-0.9,18.889,G
210.27,17091,139,8.5831,8.762,1.3167,532.18,0.1,18.889,G
200.4,17091,139,8.2702,9.0749,1.4,532.18,1.41,18.889,G
183.69,17107,139,8.1808,9.4772,1.4,532.18,1.61,18.889,G
191.41,17107,139,8.4043,9.7007,1.4333,532.18,0.92,18.889,G
210.91,17123,139,8.5384,9.4325,1.4667,531.88,-0.07,18.889,G
238.34,17123,140,8.5831,10.461,1.4667,531.88,-0.57,18.889,G
230.93,17139,140,8.5831,10.192,1.4667,531.88,-0.76,18.889,G
201.47,17139,140,8.6726,10.192,1.4833,531.88,-0.95,18.889,G
178.07,17156,140,8.9408,10.371,1.4,531.57,-1.84,18.889,G
164.69,17156,139,9.2537,10.55,1.4167,531.57,-3.04,18.889,G
130.31,17172,140,9.4325,11.399,1.45,531.57,-4.33,18.889,G
114.87,17188,140,9.7454,10.595,1.4833,531.57,-5.63,18.889,G
116.47,17188,140,10.148,10.997,1.5667,530.66,-6.53,18.889,G
125.23,17204,140,10.64,11.578,1.6333,530.66,-7.63,18.889,G
145.79,17220,140,11.131,11.712,1.7167,530.66,-8.03,18.889,G
173.99,17220,139,11.31,11.534,1.7333,530.66,-7.53,18.889,G
160.9,17236,139,11.265,11.847,1.7167,529.13,-6.33,18.889,G
139.45,17252,140,11.042,12.606,1.6833,529.13,-4.33,18.889,G
123,17252,139,10.774,11.891,1.65,529.13,-2.93,18.889,G
119.64,17268,139,10.595,11.131,1.6167,529.13,-2.04,18.889,G
141.27,17284,139,10.416,10.416,1.5833,527.61,-1.54,18.889,G
158.05,17284,139,10.371,10.327,1.5833,527.61,-1.74,18.889,G
175.89,17300,139,10.371,10.371,1.5833,527.61,-1.64,18.889,G
177.57,17316,139,10.237,10.55,1.5667,527.61,-1.34,18.889,G
199.27,17316,139,10.103,10.505,1.55,527.3,-0.85,18.889,G
210.88,17333,139,9.8796,10.327,1.5167,527.3,0.05,18.889,G
211.45,17333,139,9.6113,10.684,1.4667,527.3,0.85,18.889,G
208.04,17349,139,9.3431,10.55,1.4167,527.3,1.45,18.889,G
197.6,17349,139,9.0302,11.131,1.3833,527.61,1.45,18.889,G
181.33,17365,139,8.8514,10.997,1.4,527.61,1.15,18.889,G
193.97,17381,139,8.5831,10.729,1.4667,527.61,1.14,18.889,G
204.69,17381,139,8.3596,10.282,1.4333,527.61,0.54,18.889,G
234.67,17397,139,8.2702,10.014,1.4667,527.61,0.84,18.889,G
253.4,17397,139,8.0467,10.997,1.5333,527.61,1.54,18.889,G
257.15,17413,139,7.8232,10.863,1.4833,527.61,1.64,18.889,G
265.95,17413,139,7.6444,10.952,1.4333,527.61,2.44,18.889,E
264.63,17429,139,7.3314,10.148,1.3833,527.61,3.04,18.889,E
265.41,17429,139,7.1079,8.6726,1.35,527.61,2.94,18.889,E
259.4,17429,139,6.9738,9.0749,1.3833,527.61,2.95,18.889,E
267.24,17445,140,6.9291,9.3878,1.4833,527.61,2.74,18.889,E
263.32,17445,140,6.9738,8.9408,1.5167,527.91,1.94,18.889,E
268.46,17461,140,7.0632,9.6113,1.5333,527.91,1.65,18.889,E
278.5,17461,140,7.1079,9.3878,1.5333,527.91,1.35,18.889,E
280.59,17477,140,7.1526,9.4325,1.55,527.91,1.15,18.889,E
295.74,17477,140,7.242,9.9243,1.5667,528.83,1.55,18.889,E
281.59,17477,140,7.1973,9.9243,1.55,528.83,1.75,18.889,E
267.51,17494,140,7.0632,8.8514,1.5167,528.83,1.75,18.889,E
276.53,17494,141,7.0185,8.8067,1.5167,528.83,2.15,18.889,E
269.48,17510,141,6.9738,8.9855,1.5,529.44,2.15,18.889,E
203.32,17510,142,6.7503,8.7173,1.4,529.44,2.55,18.889,G
369.26,17526,142,6.6162,8.9855,1.3,529.44,3.25,18.889,E
495.68,17526,142,7.0632,9.3431,1.3333,529.44,4.15,18.889,I
614.95,17542,143,7.1973,9.3431,1.3667,530.96,5.55,18.889,I
654.08,17542,143,7.1973,9.656,1.3667,530.96,7.26,18.889,I
653.26,17542,144,7.1973,10.058,1.3667,530.96,8.26,18.889,I
651.24,17558,145,7.1973,9.0749,1.3667,530.96,8.96,18.889,I
648.52,17558,145,7.242,8.4937,1.3667,532.49,8.96,18.889,I
646.85,17574,146,7.2867,9.2984,1.3667,532.49,8.47,18.889,I
654.09,17574,146,7.2867,8.9408,1.3833,532.49,8.27,18.889,I
656.39,17590,147,7.4655,9.9243,1.4167,532.49,7.68,18.889,I
689.97,17590,148,7.6444,9.7902,1.4333,533.7,7.78,18.889,I
670.61,17606,149,7.8232,10.058,1.4833,533.7,7.39,18.889,I
684.35,17606,150,8.1361,10.192,1.5333,533.7,6.59,18.889,I
557.35,17622,150,8.4937,9.5219,1.6,533.7,5.6,18.889,I
450.81,17622,151,8.449,9.1643,1.5833,533.4,3.61,18.889,I
316.55,17638,152,8.1361,9.7902,1.55,533.4,2.31,18.889,H
209.5,17638,152,7.9126,9.7902,1.5167,533.4,1.02,18.889,G
140.84,17654,153,7.8232,10.237,1.4,533.4,-0.27,18.889,G
96.26,17654,153,7.9573,11.355,0.73333,533.4,-1.57,18.889,G
67.8,17671,154,8.5831,11.757,0.63333,533.4,-3.56,18.889,G
66.46,17671,154,9.2537,11.757,1.5167,533.4,-5.55,18.889,G
100.11,17687,154,10.058,11.623,1.5167,533.4,-7.55,18.889,G
133.89,17703,154,10.595,11.802,1.6167,533.4,-8.44,18.889,G
164.61,17703,154,10.684,11.087,1.6167,533.4,-8.43,18.889,G
156.18,17719,154,10.684,9.9243,1.5833,533.4,-7.42,18.889,G
135.93,17735,153,10.282,10.461,1.5333,533.4,-5.42,18.889,G
116.22,17735,153,9.7902,11.31,1.4833,532.49,-3.51,18.889,G
110.93,17751,153,9.4325,10.55,1.4333,532.49,-1.51,18.889,G
141.57,17751,152,9.0749,10.729,1.3833,532.49,0.3,18.889,G
172.16,17767,152,8.7173,9.6113,1.3333,532.49,1.6,18.889,G
176.78,17767,152,8.449,9.1643,1.3167,531.57,2.11,18.889,G
188.62,17783,152,8.2255,8.6279,1.3833,531.57,2.31,18.889,G
221.75,17783,152,8.1361,9.1643,1.4,531.57,2.02,18.889,G
221.87,17799,152,8.0914,8.9855,1.3833,531.57,1.72,18.889,G
252.09,17799,152,8.0467,8.6279,1.3833,530.66,1.73,18.889,G
196.53,17815,151,8.1361,8.449,1.3333,530.66,1.13,18.889,G
153.83,17815,151,8.5384,9.1196,1.3167,530.66,0.04,18.889,G
133.01,17831,150,9.2984,8.7173,1.4333,530.66,-1.46,18.889,G
122.96,17848,150,9.969,9.969,1.5333,530.66,-3.45,18.889,G
89.44,17848,150,10.371,11.578,1.5833,530.66,-5.25,18.889,G
67.54,17864,150,10.729,11.757,1.5667,530.66,-6.64,18.889,G
102.59,17880,150,10.997,12.204,1.5833,530.66,-6.94,18.889,G
130.78,17880,149,10.952,11.668,1.5667,530.35,-6.24,18.889,G
126.13,17896,149,10.64,11.578,1.5333,530.35,-4.73,18.889,G
117.72,17912,149,10.416,10.863,1.4833,530.35,-3.03,18.889,G
116.2,17912,149,10.192,11.355,1.4667,530.35,-2.03,18.889,G
